date,N-tourists,Sentiment,ILI%,Baidu,N-influenza,RH,N-tourist
2022/4/11,5.05905575,-0.861638289,0.408239965,4.631118941,2.480006943,1.903089987,5.05905575
2022/4/18,5.086882805,-0.764728277,0.480006943,4.648808713,2.397940009,1.945890435,5.086882805
2022/4/25,5.217433932,-0.821104745,0.397940009,4.660865478,2.372912003,1.958359076,5.217433932
2022/5/2,5.118258111,-0.542124889,0.421603927,4.617545489,2.117271296,1.897627091,5.118258111
2022/5/9,4.99898256,-0.742640747,0.380211242,4.690125169,2.45484486,1.980328078,4.99898256
2022/5/16,5.107393149,-0.605318029,0.428134794,4.630549908,2.704150517,1.901536159,5.107393149
2022/5/23,5.092288942,-0.443409075,0.488550717,4.612275117,2.757396029,1.977070039,5.092288942
2022/5/30,5.115244285,-0.524396122,0.572871602,4.581335139,2.824776462,1.954242509,5.115244285
2022/6/6,5.089922765,-0.398914856,0.614897216,4.632993502,3.028164419,1.971805799,5.089922765
2022/6/13,5.049566869,-0.434491011,0.677606953,4.832751539,3.148910993,1.958359076,5.049566869
2022/6/20,3.312600439,-0.800120252,0.717670503,5.112346895,3.245512668,1.931603144,3.312600439
2022/6/27,3.309417226,-0.968093623,0.653212514,4.91826106,3.24674471,1.945890435,3.309417226
2022/7/4,3.222456337,-1.22336613,0.608526034,4.869507468,3.281260687,1.959041392,3.222456337
2022/7/11,3.167612673,-2.524396067,0.579783597,4.820556109,3.26599637,1.916829798,3.167612673
2022/7/18,3.138302698,-1.746244865,0.534026106,4.820700513,3.202760687,1.899194943,3.138302698
2022/7/25,3.249931757,0,0.539076099,4.803265875,3.16613397,1.89050086,3.249931757
2022/8/1,4.380609163,-1.825426121,0.534026106,4.748381865,3.147057671,1.920570515,4.380609163
2022/8/8,4.693498313,-1.348304866,0.521138084,4.708463393,3.127428778,1.962436988,4.693498313
2022/8/15,4.91527317,-0.825426118,0.474216264,4.653251116,3.056523724,1.936657335,4.91527317
2022/8/22,4.967772553,-0.533170046,0.447158031,4.817823093,2.990338855,1.929418926,4.967772553
2022/8/29,4.982872495,-0.587380014,0.437750563,4.622628426,2.866877814,1.865019325,4.982872495
2022/9/5,4.979120243,-0.667063625,0.496929648,4.594049842,2.827369273,1.853871964,4.979120243
2022/9/12,5.045714059,-0.558254389,0.477121255,4.606456608,2.833784375,1.813866803,5.045714059
2022/9/19,5.121887985,-0.492987658,0.465382851,4.619176841,2.749736316,1.886490725,5.121887985
2022/9/26,5.223812526,-0.577452851,0.471291711,5.075536013,2.835690571,1.925753972,5.223812526
2022/10/3,5.089311523,-0.336875401,0.444044796,4.597695186,2.779596491,1.902313768,5.089311523
2022/10/10,5.030219092,-0.721622398,0.444044796,4.859360493,2.773054693,1.735826936,5.030219092
2022/10/17,5.06196112,-0.515795951,0.46834733,5.230643033,2.777426822,1.827922867,5.06196112
2022/10/24,5.022527344,-0.68870555,0.462397998,4.695718022,2.761175813,1.849507159,5.022527344
2022/10/31,4.653309013,-0.718216148,0.447158031,4.975137584,2.678518379,1.927956653,4.653309013
2022/11/7,4.95069094,-0.742640747,0.424881637,4.678144926,2.660865478,1.952861604,4.95069094
2022/11/14,4.980925552,-0.661073263,0.431363764,4.706939566,2.592176757,1.922799576,4.980925552
2022/11/21,4.857187707,-0.607942174,0.465382851,4.722559889,2.57863921,1.969815141,4.857187707
2022/11/28,4.838924614,-0.63509442,0.431363764,5.28266742,2.584331224,1.933776432,4.838924614
2022/12/5,4.946957992,-0.544392751,0.5132176,4.748622104,2.604226053,1.858193338,4.946957992
2022/12/12,4.960608702,-0.530959892,0.897627091,4.727533124,2.392696953,1.883255742,4.960608702
2022/12/19,4.681304567,-0.704852187,1.046104787,4.656203647,1.755874856,1.708784987,4.681304567
2022/12/26,4.921728083,-0.757240257,0.848804701,4.644930708,1.278753601,1.836143197,4.921728083
2023/1/2,5.143807679,-0.682411318,0.515873844,4.709159677,1.230448921,1.848628909,5.143807679
2023/1/9,5.376116872,-0.438036291,0.318063335,4.776839149,1.397940009,1.970479708,5.376116872
2023/1/16,5.359683737,-0.420592401,0.29666519,4.685696964,1.041392685,1.860765672,5.359683737
2023/1/23,5.47142814,-0.441610752,0.301029996,4.734711842,1.653212514,1.74929451,5.47142814
2023/1/30,5.377934285,-0.355604102,0.146128036,4.776003429,1.698970004,1.89050086,5.377934285
2023/2/6,5.384512907,-0.390857213,0.152288344,5.227663075,2.426511261,1.967146657,5.384512907
2023/2/13,5.419841793,-0.403822191,0.264817823,4.718227573,2.895422546,1.857332496,5.419841793
2023/2/20,5.423163924,-0.309552274,0.612783857,4.699230503,3.410439786,1.816714646,5.423163924
2023/2/27,5.431220584,-0.283846874,0.873901598,4.670700325,3.707314634,1.839747322,5.431220584
2023/3/6,5.433292888,-0.300381311,0.979548375,4.661642341,3.835753968,1.871739683,5.433292888
2023/3/13,5.479778231,-0.29522642,0.95230801,4.716904404,3.828015064,1.903864821,5.479778231
2023/3/20,5.463116236,-0.373639682,0.923244019,4.803388825,3.865400118,1.97114326,5.463116236
2023/3/27,5.4074164,-0.259578299,0.889861721,4.772849582,3.778874472,1.984848656,5.4074164
2023/4/3,5.355215822,-0.162668286,0.820857989,4.73715287,3.697054892,1.94094317,5.355215822
2023/4/10,5.527415923,-0.228829022,0.733999287,4.72534799,3.575418791,1.927956653,5.527415923
2023/4/17,5.528195275,-0.174148104,0.695481676,4.779719115,3.436639632,1.977070039,5.528195275
2023/4/24,5.611435453,-0.211584296,0.639486489,4.716320597,3.260548373,1.930876291,5.611435453
2023/5/1,5.542395898,-0.265519493,0.709269961,4.663040975,3.03702788,1.954242509,5.542395898
2023/5/8,5.497499113,-0.325739035,0.730782276,4.726556065,2.764176132,1.955619038,5.497499113
2023/5/15,5.571076141,-0.372107778,0.77524626,4.66101717,2.401400541,1.952861604,5.571076141
2023/5/22,5.511439486,-0.382946349,0.743509765,4.625188937,2.029383778,1.955619038,5.511439486
2023/5/29,5.473635846,-0.329881781,0.727541257,4.637319581,1.763427994,1.909250296,5.473635846
2023/6/5,5.52706637,-0.304288034,0.695481676,4.649928443,1.698970004,1.946592609,5.52706637
2023/6/12,5.50370082,-0.129069729,0.675778342,4.675622554,1.361727836,1.953552605,5.50370082
2023/6/19,5.566430421,-0.080351326,0.668385917,4.639107811,1.278753601,1.933776432,5.566430421
2023/6/26,5.554559417,-0.235476516,0.627365857,4.630814195,1.361727836,1.935219272,5.554559417
2023/7/3,5.600701785,-0.304288034,0.599883072,4.649334859,1.643452676,1.927223667,5.600701785
2023/7/10,5.637247498,-0.200113667,0.582063363,4.692212192,1.698970004,1.899976752,5.637247498
2023/7/17,5.631592905,-0.200113667,0.57054294,4.722123656,1.954242509,1.943777076,5.631592905
2023/7/24,5.668996854,-0.264324734,0.563481085,4.729739687,2.053078443,1.89050086,5.668996854
2023/7/31,5.717378379,-0.198060261,0.534026106,4.676958677,2.1430148,1.924279286,5.717378379
2023/8/7,5.750094731,-0.177066107,0.57054294,4.708352904,2.285557309,1.933776432,5.750094731
2023/8/14,5.754718246,-0.15332826,0.549003262,4.682036715,2.326335861,1.940231795,5.754718246
2023/8/21,5.72568463,-0.217971094,0.549003262,4.631433622,2.421603927,1.943070331,5.72568463
2023/8/28,5.4356501,-0.214765955,0.539076099,4.70404751,2.350248018,1.935219272,5.4356501
2023/9/4,5.530875595,-0.336875401,0.561101384,4.688597775,2.436162647,1.942362435,5.530875595
2023/9/11,5.596999319,-0.242227344,0.597695186,4.646393923,2.517195898,1.973127854,5.596999319
2023/9/18,5.63000558,-0.210528902,0.639486489,4.56801388,2.595496222,1.919078092,5.63000558
2023/9/25,5.668034425,-0.192968826,0.635483747,4.553421799,2.643452676,1.905410355,5.668034425
2023/10/2,5.692572866,-0.141478987,0.649334859,4.6599162,2.691081492,1.888099225,5.692572866
2023/10/9,5.607075252,-0.148732508,0.599883072,4.604139618,2.824776462,1.907718391,5.607075252
2023/10/16,5.602133815,-0.196016519,0.655138435,4.590774981,2.955206538,1.919824945,5.602133815
2023/10/23,5.633087523,-0.200113667,0.686636269,4.53145337,3.142076461,1.926489441,5.633087523
2023/10/30,5.616218117,-0.258399751,0.720985744,4.51339075,3.287577809,1.907718391,5.616218117
2023/11/6,5.600746438,-0.329881781,0.72427587,4.582267956,3.386498966,1.912297989,5.600746438
2023/11/13,5.642915398,-0.283846874,0.800717078,4.604204446,3.536810866,1.798354636,5.642915398
2023/11/20,5.630987927,-0.224453222,0.883093359,4.58336883,3.67596155,1.859909919,5.630987927
2023/11/27,5.595562353,-0.259578299,0.909556029,4.584037071,3.740441645,1.857332496,5.595562353
2023/12/4,5.614078453,-0.252554516,0.931457871,4.630905641,3.786609473,1.870905304,5.614078453
2023/12/11,5.630242726,-0.179022391,0.911690159,4.733237401,3.76305344,1.922057826,5.630242726
2023/12/18,5.626337287,-0.173179777,0.905256049,4.75869999,3.719331287,1.808114474,5.626337287
2023/12/25,5.708652009,-0.157973165,0.926342447,4.697978682,3.707740454,1.818602885,5.708652009
2024/1/1,5.569139725,-0.27397612,0.937517892,4.654859705,3.710709566,1.882443217,5.569139725
2024/1/8,5.621321715,-0.221200065,0.888740961,4.689610718,3.654753933,1.86332286,5.621321715
2024/1/15,5.70482718,-0.174148104,0.846337112,4.815763645,3.617419747,1.892889286,5.70482718
2024/1/22,5.729538964,-0.159845127,0.797959644,4.882479,3.549248557,1.844210819,5.729538964
2024/1/29,5.767161805,-0.171249576,0.766412847,4.86550668,3.52530401,1.963112933,5.767161805
2024/2/5,5.779812863,-0.131699169,0.846337112,4.794920035,3.435685138,1.922799576,5.779812863
2024/2/12,5.95679396,-0.136117259,0.835056102,4.748893183,3.35564305,1.900757155,5.95679396
2024/2/19,5.603956966,-0.148732508,0.710963119,4.72893786,3.394276527,1.94094317,5.603956966
2024/2/26,5.533652605,-0.204249836,0.673941999,4.745597817,3.322012439,1.897627091,5.533652605
2024/3/4,5.561839296,-0.246786908,0.693726949,4.77574876,3.316389751,1.930876291,5.561839296
2024/3/11,5.623498421,-0.331271524,0.688419822,4.714354911,3.274388796,1.935938899,5.623498421
2024/3/18,5.638769711,-0.392456827,0.658964843,4.648750213,3.192009593,1.921314807,5.638769711
2024/3/25,5.605856455,-0.278883455,0.63748973,4.635624468,3.161966616,1.95008655,5.605856455
2024/4/1,5.622998982,-0.137897157,0.63748973,4.677597829,3.006893708,1.963787827,5.622998982
2024/4/8,5.627925776,-0.349754929,0.604226053,4.599981268,2.91750551,1.929418926,5.627925776
2024/4/15,5.620590941,-0.290131997,0.619093331,4.716095204,2.871572936,1.94799356,5.620590941
2024/4/22,5.556494272,-0.351209853,0.629409599,4.745394927,2.846955325,1.977723605,5.556494272
2024/4/29,5.779284004,-0.358558498,0.655138435,4.802493224,2.736396502,1.979678422,5.779284004
2024/5/6,5.539851112,-0.467491271,0.641474111,4.592565338,2.873320602,1.936657335,5.539851112
2024/5/13,5.619839134,-0.348304863,0.668385917,4.606359865,2.825426118,1.88729572,5.619839134
2024/5/20,5.568077287,-0.424025577,0.64738297,4.635453586,2.755874856,1.982271233,5.568077287
2024/5/27,5.542404617,-0.467491271,0.660865478,4.638668928,2.810232518,1.959041392,5.542404617
2024/6/3,5.596783967,-0.548964313,0.653212514,4.685741739,2.702430536,1.980976763,5.596783967
2024/6/10,5.544386824,-0.445214876,0.668385917,4.620833282,2.702430536,1.967146657,5.544386824
2024/6/17,5.59477805,-0.415492994,0.670245853,4.596904841,2.703291378,1.945890435,5.59477805
2024/6/24,5.604176355,-0.418885938,0.660865478,4.571266162,2.773054693,1.93305321,5.604176355
2024/7/1,5.629268889,-0.381381322,0.660865478,4.575718838,2.839478047,1.925017255,5.629268889
2024/7/8,5.670231933,-0.32027614,0.660865478,4.58768852,2.770115295,1.900757155,5.670231933
2024/7/15,5.733745206,-0.239965388,0.641474111,4.672365744,2.736396502,1.947293649,5.733745206
2024/7/22,5.733198068,-0.258399751,0.629409599,4.716020047,2.715167358,1.944482672,5.733198068
2024/7/29,5.772718406,-0.313542757,0.602059991,4.650113164,2.635483747,1.947293649,5.772718406
2024/8/5,5.816744922,-0.276422856,0.572871602,4.638978187,2.57634135,1.916829798,5.816744922
2024/8/12,5.775335878,-0.317570246,0.556302501,4.734423758,2.555094449,1.960402818,5.775335878
2024/8/19,5.822387134,-0.370581257,0.526339277,4.685266889,2.456366033,1.944482672,5.822387134
2024/8/26,5.711163321,-0.288867675,0.507855872,4.621550154,2.413299764,1.932328782,5.711163321
2024/9/2,5.526667459,-0.306912178,0.515873844,4.699273904,2.383815366,1.940231795,5.526667459
2024/9/9,5.620068354,-0.441610752,0.539076099,4.581335139,2.463892989,1.914569805,5.620068354
2024/9/16,5.650721217,-0.309552274,0.563481085,4.647236224,2.439332694,1.934498451,5.650721217
2024/9/23,5.614612512,-0.283846874,0.544068044,4.638758735,2.515873844,1.943070331,5.614612512
2024/9/30,5.920666898,-0.285096643,0.591064607,4.616107757,2.356025857,1.808114474,5.920666898
2024/10/7,5.546574741,-0.275197765,0.5132176,4.537882032,2.536558443,1.857332496,5.546574741
2024/10/14,5.660103372,-0.263133254,0.515873844,4.579634997,2.542825427,1.910014226,5.660103372
2024/10/21,5.678012774,-0.287607023,0.51851394,4.629175058,2.604226053,1.817659792,5.678012774
2024/10/28,5.625074656,-0.313542757,0.536558443,4.568471607,2.726727209,1.835237473,5.625074656
2024/11/4,5.648778489,-0.2939472,0.556302501,4.580970569,2.69019608,1.824218841,5.648778489
2024/11/11,5.662996628,-0.217971094,0.565847819,4.672125578,2.85308953,1.953552605,5.662996628
2024/11/18,5.664257332,-0.246786908,0.565847819,4.704202011,3.014520539,1.948692345,5.664257332
2024/11/25,5.666860414,-0.204249836,0.586587305,4.629552302,3.146748014,1.798354636,5.666860414
2024/12/2,5.653324451,-0.244501142,0.602059991,4.64279086,3.328990855,1.888099225,5.653324451
2024/12/9,5.658447381,-0.272757902,0.658964843,4.684576087,3.428458774,1.826074803,5.658447381
2024/12/16,5.641293613,-0.249084768,0.733999287,4.823767572,3.618675539,1.697727387,5.641293613
2024/12/23,5.683572019,-0.228829022,0.799340549,4.678673131,3.688686724,1.788370416,5.683572019
