date,N-tourists,Sentiment,Baidu,WS-avg,N-tourist
2021/12/13,5.230252167,-0.259420248,4.652410742,1.171935299,5.230252167
2021/12/20,5.241720761,-0.28718628,4.702068473,1.146128036,5.241720761
2021/12/27,5.294223659,-0.310816372,4.674052398,1.063386979,5.294223659
2022/1/3,5.29078229,-0.326669953,4.618821812,0.954242509,5.29078229
2022/1/10,5.22570462,-0.330969504,4.640173247,1.046996563,5.22570462
2022/1/17,5.037103645,-0.320574444,4.574482699,0.947293649,5.037103645
2022/1/24,5.03686833,-0.293863377,4.587666074,0.974445896,5.03686833
2022/1/31,5.025248502,-0.251249319,4.564121376,1.163502132,5.025248502
2022/2/7,5.177357551,-0.240181123,4.657419207,1.02413368,5.177357551
2022/2/14,5.210500441,-0.465846926,4.732361589,1.2155998,5.210500441
2022/2/21,5.252595775,-0.345611659,4.730604647,1.094421213,5.252595775
2022/2/28,5.003693128,-0.463698281,4.695210158,0.895264649,5.003693128
2022/3/7,5.094879725,-0.528760927,4.709634547,0.993751051,5.094879725
2022/3/14,5.018908444,-0.640734686,4.795984236,0.870905304,5.018908444
2022/3/21,4.989832327,-0.800120252,4.76855671,1.052529051,4.989832327
2022/3/28,5.048612691,-0.92233613,4.668581585,1.123384909,5.048612691
2022/4/4,5.028599717,-0.746244872,4.637319581,0.918329954,5.028599717
2022/4/11,5.05905575,-0.861638289,4.631118941,1.012234456,5.05905575
2022/4/18,5.086882805,-0.764728277,4.648808713,0.954242509,5.086882805
2022/4/25,5.217433932,-0.821104745,4.660865478,1.089400411,5.217433932
2022/5/2,5.118258111,-0.542124889,4.617545489,1.012234456,5.118258111
2022/5/9,4.99898256,-0.742640747,4.690125169,0.987410873,4.99898256
2022/5/16,5.107393149,-0.605318029,4.630549908,1.046996563,5.107393149
2022/5/23,5.092288942,-0.443409075,4.612275117,1.029963223,5.092288942
2022/5/30,5.115244285,-0.524396122,4.581335139,1.046996563,5.115244285
2022/6/6,5.089922765,-0.398914856,4.632993502,0.947293649,5.089922765
2022/6/13,5.049566869,-0.434491011,4.832751539,1.035715552,5.049566869
2022/6/20,3.312600439,-0.800120252,5.112346895,1.012234456,3.312600439
2022/6/27,3.309417226,-0.968093623,4.91826106,1.226783967,3.309417226
2022/7/4,3.222456337,-1.22336613,4.869507468,1.012234456,3.222456337
2022/7/11,3.167612673,-2.524396067,4.820556109,0.910776816,3.167612673
2022/7/18,3.138302698,-1.746244865,4.820700513,0.918329954,3.138302698
2022/7/25,3.249931757,0,4.803265875,0.84509804,3.249931757
2022/8/1,4.380609163,-1.825426121,4.748381865,0.918329954,4.380609163
2022/8/8,4.693498313,-1.348304866,4.708463393,1.063386979,4.693498313
2022/8/15,4.91527317,-0.825426118,4.653251116,0.925753972,4.91527317
2022/8/22,4.967772553,-0.533170046,4.817823093,1,4.967772553
2022/8/29,4.982872495,-0.587380014,4.622628426,0.954242509,4.982872495
2022/9/5,4.979120243,-0.667063625,4.594049842,0.954242509,4.979120243
2022/9/12,5.045714059,-0.558254389,4.606456608,0.88729572,5.045714059
2022/9/19,5.121887985,-0.492987658,4.619176841,1.029963223,5.121887985
2022/9/26,5.223812526,-0.577452851,5.075536013,1.163502132,5.223812526
