date,N-tourists,T_avg,Sentiment,Baidu,ILI%,N_influenza,N-tourist
2018/3/19,5.653462402,1.286199757,-1.343805008,4.781360382,0.505149978,3.050766311,5.653462402
2018/3/26,5.607179346,1.337886927,-1.283819217,4.705897907,0.505149978,2.747411808,5.607179346
2018/4/2,5.630886337,1.329833554,-1.247028563,4.803620969,0.507855872,2.506505032,5.630886337
2018/4/9,5.637573778,1.360647501,-1.234138112,4.805874503,0.480006943,2.387389826,5.637573778
2018/4/16,5.714936342,1.326335861,-1.230895516,4.839113363,0.494154594,2.26245109,5.714936342
2018/4/23,5.702758718,1.372649033,-1.222240559,4.80643776,0.488550717,2.161368002,5.702758718
2018/4/30,5.698848385,1.406053303,-1.194575405,4.742450174,0.5132176,1.949390007,5.698848385
2018/5/7,5.605517292,1.394201439,-1.141866553,4.760791778,0.496929648,1.880813592,5.605517292
2018/5/14,5.643804904,1.44782226,-1.079358419,4.694139948,0.521138084,1.812913357,5.643804904
2018/5/21,5.627915547,1.462397998,-1.02275067,4.687921165,0.5289167,1.77815125,5.627915547
2018/5/28,5.612918361,1.46792507,-0.981175371,4.665627889,0.541579244,1.662757832,5.612918361
2018/6/4,5.588183158,1.438429325,-0.960776009,4.790327395,0.541579244,1.62324929,5.588183158
